bench,layer,T_ref,loop,defected,virtual,serial,disable,redundant
ferret,3,311.78,100,0.5,34.9375,51.375,0.0,0.0
ferret,0,312.28,100,0.5,34.875,50.4375,0.0,0.0
ferret,1,312.28,100,0.5,35.1875,49.625,0.0,0.0
ferret,2,312.28,100,0.5,33.0,52.75,0.0,0.0
ferret,3,312.28,100,0.5,33.875,51.8125,0.0,0.0
ferret,0,312.78,100,0.5,34.375,51.125,0.0,0.0
ferret,1,312.78,100,0.5,35.5625,50.5,0.0,0.0
ferret,2,312.78,100,0.25,59.5625,2.6875,1.125,0.0
ferret,3,312.78,100,0.25,59.3125,2.6875,1.25,0.0
ferret,0,313.28,100,0.25,60.5,2.1875,1.375,0.0
ferret,1,313.28,100,0.25,59.875,2.25,1.5625,0.0
ferret,2,313.28,100,0.25,61.125,2.1875,1.0625,0.0
ferret,3,313.28,100,0.25,60.875,2.5,1.6875,0.0
ferret,0,313.78,100,0.25,61.0,2.0625,1.375,0.0
ferret,1,313.78,100,0.25,59.4375,2.5625,1.625,0.0
ferret,2,313.78,100,0.25,60.6875,2.5,1.875,0.0
ferret,3,313.78,100,0.25,59.75,2.625,1.625,0.0
ferret,0,314.28,100,0.25,61.375,2.8125,1.6875,0.0
ferret,1,314.28,100,0.25,59.375,2.0625,2.375,0.0
ferret,2,314.28,100,0.25,60.4375,2.375,1.4375,0.0
ferret,3,314.28,100,0.25,61.75,2.6875,0.9375,0.0
ferret,0,314.78,100,0.25,60.3125,2.25,1.25,0.0
ferret,1,314.78,100,0.25,59.0625,2.8125,1.6875,0.0
ferret,2,314.78,100,0.25,59.8125,2.25,1.625,0.0
ferret,3,314.78,100,0.25,59.5625,3.3125,1.3125,0.0
ferret,0,315.28,100,0.25,60.5625,2.0,1.1875,0.0
ferret,1,315.28,100,0.25,59.625,2.25,1.5,0.0
ferret,2,315.28,100,0.25,60.0,2.5,1.1875,0.0
ferret,3,315.28,100,0.25,59.625,2.3125,1.375,0.0
ferret,0,315.78,100,0.25,60.4375,3.25,1.0,0.0
ferret,1,315.78,100,0.25,59.75,3.0,1.25,0.0
ferret,2,315.78,100,0.25,60.0,2.4375,1.4375,0.0
ferret,3,315.78,100,0.25,61.0625,2.6875,1.5,0.0
ferret,0,316.28,100,0.25,60.5,2.4375,1.875,0.0
ferret,1,316.28,100,0.25,61.0625,2.75,1.125,0.0
ferret,2,316.28,100,0.25,61.0625,2.25,1.6875,0.0
ferret,3,316.28,100,0.25,59.375,2.3125,1.1875,0.0
ferret,0,316.78,100,0.25,60.625,3.0625,0.6875,0.0
ferret,1,316.78,100,0.25,59.625,2.3125,1.3125,0.0
ferret,2,316.78,100,0.25,59.25,2.8125,1.5625,0.0
ferret,3,316.78,100,0.25,59.125,2.625,1.9375,0.0
ferret,0,317.28,100,0.25,61.375,1.8125,1.125,0.0
ferret,1,317.28,100,0.25,61.125,2.0,1.0625,0.0
ferret,2,317.28,100,0.25,59.6875,1.9375,1.0,0.0
ferret,3,317.28,100,0.25,59.9375,2.0,1.4375,0.0
